timestamp,sensor,tempC,pressure_hPa,humidity_pct,alt_m
1862.807934,1,23.96,949.21,547.93
1862.807934,2,24.00,949.21,547.14
1862.870576,1,23.97,949.23,547.63
1862.870576,2,24.01,949.22,547.16
1862.933140,1,23.98,949.22,547.49
1862.933140,2,24.03,949.22,547.09
1862.995605,1,23.99,949.33,547.22
1862.995605,2,24.03,949.20,547.49
1863.057883,1,24.00,949.26,547.86
1863.057883,2,24.04,949.27,546.97
1863.120363,1,24.00,949.19,547.66
1863.120363,2,24.05,949.24,546.66
1863.182842,1,24.01,949.18,547.02
1863.182842,2,24.06,949.20,546.90
1863.245418,1,24.02,949.26,547.42
1863.245418,2,24.07,949.25,547.23
1863.309248,1,24.03,949.23,547.35
1863.309248,2,24.07,949.25,546.85
1863.373664,1,24.03,949.20,547.35
1863.373664,2,24.07,949.25,546.54
1863.438761,1,24.03,949.13,547.52
1863.438761,2,24.07,949.24,547.16
1863.503750,1,24.04,949.25,547.15
1863.503750,2,24.07,949.20,547.23
1863.568787,1,24.04,949.22,547.69
1863.568787,2,24.09,949.28,547.25
1863.633857,1,24.04,949.19,547.52
1863.633857,2,24.09,949.21,547.01
1863.698904,1,24.05,949.15,547.39
1863.698904,2,24.09,949.24,547.01
1863.763902,1,24.03,949.19,547.32
1863.763902,2,24.09,949.27,546.78
1863.828889,1,24.05,949.25,547.15
1863.828889,2,24.09,949.28,547.01
1863.894046,1,24.05,949.20,546.98
1863.894046,2,24.09,949.21,547.32
1863.959082,1,24.05,949.22,547.18
1863.959082,2,24.10,949.20,547.01
1864.023978,1,24.06,949.20,547.01
1864.023978,2,24.09,949.20,547.49
1864.089065,1,24.04,949.22,547.66
1864.089065,2,24.09,949.19,546.94
1864.154119,1,24.06,949.27,547.72
1864.154119,2,24.08,949.20,547.49
1864.219142,1,24.04,949.22,547.49
1864.219142,2,24.10,949.18,547.49
1864.284202,1,24.04,949.28,547.18
1864.284202,2,24.10,949.20,547.41
1864.349162,1,24.04,949.26,546.71
1864.349162,2,24.10,949.21,547.49
1864.414184,1,24.05,949.20,547.25
1864.414184,2,24.10,949.18,547.18
1864.479218,1,24.06,949.20,547.82
1864.479218,2,24.09,949.23,546.94
1864.545117,1,24.05,949.24,547.18
1864.545117,2,24.10,949.27,547.34
1864.609903,1,24.05,949.15,547.72
1864.609903,2,24.10,949.26,546.94
1864.674982,1,24.05,949.22,547.59
1864.674982,2,24.10,949.22,546.63
1864.740328,1,24.04,949.29,547.01
1864.740328,2,24.10,949.26,547.34
1864.805311,1,24.06,949.23,547.18
1864.805311,2,24.10,949.23,547.41
1864.870329,1,24.06,949.18,546.64
1864.870329,2,24.09,949.18,547.34
1864.935305,1,24.06,949.18,547.66
1864.935305,2,24.10,949.23,547.58
1865.000384,1,24.05,949.20,546.95
1865.000384,2,24.10,949.21,547.41
1865.065385,1,24.06,949.25,547.12
1865.065385,2,24.11,949.22,547.27
1865.130378,1,24.06,949.22,547.18
1865.130378,2,24.10,949.21,547.18
1865.195404,1,24.06,949.23,546.81
1865.195404,2,24.10,949.21,546.71
1865.260386,1,24.06,949.20,546.27
1865.260386,2,24.10,949.20,547.74
1865.325393,1,24.06,949.23,547.25
1865.325393,2,24.10,949.20,547.03
1865.390378,1,24.06,949.20,547.35
1865.390378,2,24.10,949.24,546.94
1865.455350,1,24.06,949.23,546.81
1865.455350,2,24.10,949.24,547.34
1865.520298,1,24.06,949.20,547.35
1865.520298,2,24.10,949.27,547.34
1865.585344,1,24.06,949.21,546.95
1865.585344,2,24.10,949.21,547.27
1865.650350,1,24.06,949.22,547.18
1865.650350,2,24.10,949.19,547.27
1865.715413,1,24.07,949.24,547.72
1865.715413,2,24.10,949.22,547.58
1865.780410,1,24.06,949.23,547.12
1865.780410,2,24.10,949.19,547.44
1865.845364,1,24.06,949.18,546.64
1865.845364,2,24.10,949.21,547.58
1865.910352,1,24.06,949.20,547.35
1865.910352,2,24.10,949.19,547.81
1865.975351,1,24.06,949.17,547.05
1865.975351,2,24.10,949.20,547.27
1866.040592,1,24.06,949.22,547.18
1866.040592,2,24.10,949.19,547.89
1866.105635,1,24.05,949.20,546.71
1866.105635,2,24.10,949.22,547.11
1866.170731,1,24.05,949.25,547.28
1866.170731,2,24.10,949.21,548.05
1866.235764,1,24.05,949.18,547.05
1866.235764,2,24.11,949.19,547.27
1866.300750,1,24.07,949.23,547.18
1866.300750,2,24.10,949.15,547.51
1866.365718,1,24.07,949.23,547.66
1866.365718,2,24.11,949.21,548.12
1866.430743,1,24.06,949.26,547.12
1866.430743,2,24.10,949.21,547.65
1866.495755,1,24.06,949.23,546.64
1866.495755,2,24.09,949.21,547.34
1866.560642,1,24.06,949.24,547.35
1866.560642,2,24.10,949.21,547.34
1866.625655,1,24.05,949.17,546.71
1866.625655,2,24.10,949.15,547.20
1866.690666,1,24.07,949.27,546.88
1866.690666,2,24.10,949.19,547.20
1866.755548,1,24.06,949.24,546.95
1866.755548,2,24.11,949.20,547.65
1866.820579,1,24.06,949.22,547.59
1866.820579,2,24.10,949.23,547.41
1866.885524,1,24.06,949.23,547.12
1866.885524,2,24.10,949.19,547.89
1866.950472,1,24.06,949.23,547.59
1866.950472,2,24.10,949.22,547.65
1867.015345,1,24.06,949.26,547.12
1867.015345,2,24.10,949.22,547.51
1867.080122,1,24.07,949.18,547.18
1867.080122,2,24.10,949.20,547.67
1867.145142,1,24.06,949.16,547.05
1867.145142,2,24.11,949.21,547.03
1867.210207,1,24.06,949.20,547.52
1867.210207,2,24.10,949.21,547.58
1867.275257,1,24.06,949.27,547.42
1867.275257,2,24.10,949.21,547.51
1867.340262,1,24.06,949.18,547.52
1867.340262,2,24.11,949.25,547.34
1867.405220,1,24.06,949.22,547.05
1867.405220,2,24.11,949.28,547.03
1867.470212,1,24.05,949.21,547.05
1867.470212,2,24.10,949.18,547.58
1867.535157,1,24.07,949.26,547.35
1867.535157,2,24.10,949.25,547.58
1867.600185,1,24.06,949.20,547.72
1867.600185,2,24.10,949.22,547.27
1867.665237,1,24.06,949.28,546.95
1867.665237,2,24.10,949.19,547.27
1867.730237,1,24.07,949.25,547.01
1867.730237,2,24.10,949.23,546.87
1867.795262,1,24.06,949.20,547.12
1867.795262,2,24.11,949.27,547.44
1867.860295,1,24.06,949.26,547.18
1867.860295,2,24.10,949.20,547.58
1867.925243,1,24.06,949.24,547.59
1867.925243,2,24.10,949.25,547.34
1867.990358,1,24.06,949.24,546.95
1867.990358,2,24.10,949.22,546.87
1868.055364,1,24.06,949.24,546.95
1868.055364,2,24.10,949.21,547.27
1868.120353,1,24.06,949.23,547.12
1868.120353,2,24.10,949.21,547.58
1868.185335,1,24.06,949.21,546.95
1868.185335,2,24.10,949.26,547.03
1868.250360,1,24.05,949.20,547.35
1868.250360,2,24.11,949.20,547.20
1868.315332,1,24.06,949.24,547.05
1868.315332,2,24.10,949.21,547.44
1868.380382,1,24.07,949.23,546.81
1868.380382,2,24.11,949.25,547.03
1868.445307,1,24.06,949.21,547.28
1868.445307,2,24.11,949.19,546.89
1868.510295,1,24.06,949.24,547.59
1868.510295,2,24.10,949.19,547.27
1868.575199,1,24.07,949.25,547.12
1868.575199,2,24.11,949.16,547.51
1868.640195,1,24.06,949.18,547.42
1868.640195,2,24.10,949.26,546.73
1868.705269,1,24.06,949.24,548.06
1868.705269,2,24.11,949.27,547.27
1868.770196,1,24.06,949.12,546.88
1868.770196,2,24.10,949.21,547.20
1868.835284,1,24.07,949.24,547.05
1868.835284,2,24.10,949.27,547.51
1868.900324,1,24.06,949.26,547.18
1868.900324,2,24.11,949.25,547.13
1868.965283,1,24.06,949.22,547.59
1868.965283,2,24.11,949.20,547.72
1869.030246,1,24.06,949.24,547.12
1869.030246,2,24.11,949.18,546.89
1869.095252,1,24.06,949.19,546.88
1869.095252,2,24.11,949.19,547.27
1869.160258,1,24.07,949.24,546.64
1869.160258,2,24.10,949.21,547.81
1869.225312,1,24.07,949.23,547.18
1869.225312,2,24.10,949.27,547.27
1869.290519,1,24.07,949.21,547.05
1869.290519,2,24.10,949.27,547.34
1869.355591,1,24.07,949.21,546.75
1869.355591,2,24.10,949.27,547.51
1869.420611,1,24.06,949.24,547.12
1869.420611,2,24.11,949.22,547.27
1869.485649,1,24.07,949.23,547.35
1869.485649,2,24.11,949.25,546.96
1869.550614,1,24.07,949.31,547.05
1869.550614,2,24.11,949.17,547.91
1869.615562,1,24.06,949.27,547.05
1869.615562,2,24.10,949.15,547.51
1869.680600,1,24.07,949.25,547.12
1869.680600,2,24.10,949.17,548.15
1869.745605,1,24.06,949.21,547.59
1869.745605,2,24.10,949.17,547.27
1869.810578,1,24.07,949.28,546.64
1869.810578,2,24.10,949.25,547.29
1869.875564,1,24.07,949.18,546.81
